genre
"['r-b,tag:pop']"
['pop']
['pop']
['pop']
"['r-b,tag:pop']"
"['rap,tag:pop']"
"['r-b,tag:rap']"
['pop']
['pop']
"['r-b,tag:pop']"
['rap']
"['rap,tag:pop']"
['pop']
['pop']
['pop']
['pop']
['rap']
"['r-b,tag:rap,tag:pop']"
['pop']
['pop']
"['rap,tag:pop']"
"['rock,tag:pop']"
['pop']
['pop']
['pop']
['pop']
"['rap,tag:pop']"
"['pop,tag:r-b']"
['pop']
['pop']
['pop']
['rap']
['r-b']
['pop']
['pop']
['pop']
"['r-b,tag:pop']"
['pop']
['pop']
"['rock,tag:pop']"
['pop']
['pop']
['pop']
['rap']
['pop']
['pop']
"['r-b,tag:pop']"
['pop']
"['r-b,tag:pop']"
['pop']
['pop']
"['rap,tag:pop']"
['pop']
['rap']
['pop']
"['r-b,tag:pop']"
['rap']
['pop']
"['rap,tag:pop']"
['pop']
['pop']
['rap']
['pop']
['pop']
['pop']
['pop']
"['rap,tag:pop']"
"['pop,tag:rock']"
['pop']
['rap']
"['pop,tag:rap']"
['pop']
['pop']
['rap']
['pop']
['pop']
['pop']
['pop']
"['r-b,tag:pop']"
['pop']
"['pop,tag:r-b']"
['pop']
['rap']
['pop']
['pop']
"['r-b,tag:pop']"
['pop']
"['r-b,tag:pop']"
['rap']
['pop']
['pop']
['pop']
"['pop,tag:rap']"
"['rap,tag:r-b']"
['pop']
['pop']
['pop']
"['r-b,tag:pop']"
['rap']
['pop']
['rap']
['r-b']
['pop']
['pop']
['pop']
['pop']
['rap']
['pop']
['r-b']
['pop']
"['rock,tag:pop']"
['pop']
"['r-b,tag:pop']"
['pop']
['pop']
['pop']
['rap']
['pop']
['pop']
['pop']
"['pop,tag:rap']"
['pop']
"['pop,tag:r-b']"
['pop']
"['pop,tag:rap']"
['rap']
['pop']
['pop']
"['rap,tag:pop']"
['rap']
['pop']
['pop']
['pop']
"['r-b,tag:pop']"
"['rap,tag:pop,tag:r-b']"
['pop']
['rap']
"['r-b,tag:pop']"
['rap']
"['r-b,tag:pop']"
['pop']
['pop']
"['pop,tag:r-b']"
['pop']
['pop']
['pop']
['rap']
['pop']
"['pop,tag:rock']"
['pop']
"['r-b,tag:pop']"
"['rap,tag:r-b']"
"['r-b,tag:pop']"
"['pop,tag:r-b']"
['pop']
"['r-b,tag:pop']"
['rap']
"['pop,tag:rock']"
['pop']
['pop']
['pop']
"['r-b,tag:pop']"
['rap']
"['r-b,tag:pop,tag:rap']"
"['pop,tag:r-b']"
"['pop,tag:rock']"
"['pop,tag:rock']"
"['pop,tag:rap']"
"['pop,tag:rap']"
"['r-b,tag:pop']"
['rock']
"['pop,tag:rock']"
['rap']
['rap']
"['pop,tag:rock']"
"['rap,tag:pop']"
['rap']
['r-b']
"['rock,tag:pop']"
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
"['rock,tag:pop']"
"['rap,tag:pop']"
['pop']
['rap']
['rap']
['pop']
['pop']
['pop']
"['pop,tag:rock']"
"['pop,tag:rock']"
['pop']
['pop']
['pop']
['pop']
['pop']
"['non-music,tag:pop']"
"['pop,tag:rock']"
"['pop,tag:rock']"
"['rap,tag:pop']"
"['rock,tag:pop']"
['pop']
['rap']
"['rock,tag:pop']"
['r-b']
['pop']
['rap']
['r-b']
"['pop,tag:rock']"
['rock']
['pop']
"['rap,tag:pop']"
"['r-b,tag:pop']"
['rap']
['rap']
['rap']
['rap']
"['pop,tag:rap']"
['rap']
['rap']
['rap']
['rock']
['rap']
['rap']
['rap']
['rap']
"['r-b,tag:pop,tag:country']"
['rap']
['pop']
['pop']
"['rap,tag:r-b']"
['rap']
['pop']
['pop']
['pop']
"['rap,tag:pop']"
['rap']
['pop']
['rap']
['pop']
['r-b']
"['pop,tag:rock']"
['pop']
['pop']
"['rap,tag:pop']"
['pop']
['rap']
['rap']
['pop']
['rap']
['rap']
['pop']
['pop']
['pop']
['rap']
['rap']
"['r-b,tag:rap']"
"['r-b,tag:rap,tag:pop']"
['pop']
['pop']
['rap']
"['r-b,tag:pop,tag:rap']"
"['r-b,tag:rap']"
"['rap,tag:pop']"
['pop']
['pop']
['pop']
['rock']
"['rap,tag:pop']"
['pop']
['pop']
['pop']
['pop']
['pop']
"['rap,tag:pop']"
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
['rap']
['rock']
"['r-b,tag:rap,tag:pop']"
['pop']
['rap']
"['r-b,tag:pop,tag:rap']"
['pop']
['pop']
['pop']
['rap']
"['pop,tag:r-b']"
['rap']
['rap']
"['r-b,tag:pop']"
['rap']
['rap']
"['r-b,tag:rap']"
['pop']
['rap']
"['pop,tag:r-b']"
['rap']
"['r-b,tag:rap']"
['r-b']
['pop']
['rap']
"['r-b,tag:rap']"
['rap']
['rap']
['rap']
['rap']
['rap']
"['r-b,tag:rap']"
"['pop,tag:rap']"
['rap']
['pop']
['rap']
"['r-b,tag:pop']"
['rap']
['pop']
"['rap,tag:pop']"
['pop']
"['rap,tag:pop']"
['pop']
"['rap,tag:country']"
['rap']
['pop']
"['pop,tag:rap']"
['rap']
['pop']
['pop']
['pop']
['pop']
"['pop,tag:rock']"
"['pop,tag:r-b']"
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
['pop']
['rap']
['r-b']
"['pop,tag:r-b']"
['pop']
['pop']
['rap']
['rap']
"['pop,tag:r-b,tag:rap']"
"['pop,tag:r-b,tag:rap']"
"['pop,tag:r-b,tag:rap']"
['pop']
"['pop,tag:r-b,tag:rap']"
"['r-b,tag:rap']"
['rap']
"['pop,tag:r-b,tag:rap']"
"['pop,tag:rap']"
"['pop,tag:rap']"
"['pop,tag:rap']"
['rap']
['pop']
['rap']
['pop']
"['rap,tag:pop']"
['rap']
['rap']
['rap']
['pop']
['pop']
['pop']
['pop']
"['rock,tag:pop']"
['pop']
['pop']
"['pop,tag:r-b,tag:rap']"
['pop']
"['rap,tag:pop']"
"['pop,tag:rock']"
"['r-b,tag:pop,tag:rap']"
"['rap,tag:pop,tag:r-b']"
"['r-b,tag:pop']"
['pop']
"['r-b,tag:pop']"
['pop']
['pop']
"['pop,tag:rap']"
['pop']
"['country,tag:pop']"
['rap']
['rap']
['pop']
['rap']
['rap']
['rap']
['r-b']
['rap']
['rap']
['pop']
['pop']
